Type,Venue Name,Category,City,Place ID,Current Folder,Available Images,Unmapped Folder,Folder Type,Notes
Unmapped Folder,,,,,,,Karachi_Paratha_Roll_&_Bar_B_Q,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Karachi_Paratha_Roll_&_BBQ(KMF),Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Karachi_Red_Rock_BBQ_9326,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Karachi_Restaurant_Ú©Ø±Ø§Ú†ÛŒ_Ø±ÛŒØ³Ù¹ÙˆØ±Ù†Ù¹_6559,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Karachi_Silver_Spoon_BBQ_8767,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Karachi_Street_Food_Truck_(Craigieburn)_9987,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Karachi_Student_Biryani_10521,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Karachi_Tikka_Center_6412,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Karachi_Zam_Zam_Biryani_9461,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kashmiri_Daal_Chawal_9199,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kaybees_North_Nazimabad_7981,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KB_Burgers_8647,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KC_Grill_7499,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Ke'RanCHe_7691,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Keamari_Sea_Food_10128,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kettli_Central_Park_6838,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Keyaki_-_Pan_Asian_Cuisine_9728,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khaas_Caterers_4832,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khalid_Sweets_n_Bakers_Ø®Ø§Ù„Ø¯_Ø³ÙˆØ¦ÛŒÙ¹Ø³_Ø§ÛŒÙ†Úˆ_Ø¨ÛŒÚ©Ø±Ø²_4420,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khana-e-Farhang_Iran_Lahore_ChIJfdsCJO8EGTkRrRhY_nbdBiM,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,Khana_Khazana_7852,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khan_BBQ_9416,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khan_Restaurant_6028,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kharadar_food_street_10011,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khaybar_Bajour_Restaurant_7843,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khoka_Khola_5920,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khoraak_Khaana_6355,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khurd-o-Nosh_Pizza_&_Fast_Food_Ø®ÙˆØ±Ø¯_Ùˆ_Ù†ÙˆØ´_Ù¾ÛŒØ²Ø§_Ø§ÛŒÙ†Ø¯_ÙØ§Ø³Ù¹_ÙÙˆÚˆ,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Khyber_Bajor_Hotel_7576,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khyber_Charsi_Tikka___Laiq_Khan,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Khyber_Dodai_6199,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khyber_Shinwari_Dastarkhwan_7514,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khyber_Shinwari_Restaurant_11371,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khyber_Shinwari_Restaurent_9629,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Khyber_Shinwari_Tikka_House_7717,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KIMS_Fast_Food_9575,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,King's_Hot_&_Spicy,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Kings_&_Queens_Pizza_Parlor,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,"King_Ice_Faluda,Ice_Cream_&_Fast_Food",Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Kk_Foods_5625,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Klay_10272,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Koffee_Net_7792,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Koila_Karahi_10623,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KOOLZA_7433,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KOTHALI_5389,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Koyla_Cuisine_9160,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Koyla_â€”_The_Barbecue_8503,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KPK_Restaurant_6367,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Krados_Grill_Naan_Shop_9076,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Krispo_Hut_fast_food_&_Refreshment_centre,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Krispy_Bites_7259,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,KtorÃ©_10347,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kukku_and_Punnu_9880,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kulcha_Øª_Kebab_6442,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kundan_kabab_and_nihari_house_-_best_kabab_in_town_10317,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Kundan_pakwan_House_4151,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Labaik_Tikka_&_Restaurant,Named,Restaurant folder - check for venue matches
Unmapped Folder,,,,,,,LaChine_4796,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahore_11706,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahore_Chatkhara_Phase_6_9344,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahore_Restaurant_7616,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahori_Chargha_4736,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahori_Chaska_Tikka_and_Sajji_Point_5796,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahori_Murgh_Channay_7562,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lahori_Naan_Shop_&_Murgh_Chanay,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Lahori_Tikka_7214,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Laiba_Restaurant_6775,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lala_Jee_Fry_Chanay_5230,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Landi_Kotal_Shinwari_Restaurant_7163,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Landi_Kotal_Shinwari_Tikka_5254,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lane8_3866,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lanzhou_Dumplings_Beef_and_Noodles_Soup,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Lanzhou_Lamian_8623,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lasani_Restaurant_6772,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lawyer's_Club_Rawalpindi_7631,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Laziza_Murgh_Pulao_6610,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,La_Terrazza_6685,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lebanese_Lounge_9464,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Legends_Arena_Karachi_ChIJo_hK5sU9sz4R1x0-ASXpbUI,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,Lenceria_5077,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Liaquat_Bhai_Fish_Master_Ù„ÛŒØ§Ù‚Øª_Ø¨Ú¾Ø§Ø¦ÛŒ_ÙÙØ´_Ù…Ø§Ø³Ù¹Ø±_10689,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,LingSa_5248,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Little_Olives_8563,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lit_Restaurant_5224,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,London_Melt_8764,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lorenzo_-_KDA_10062,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Lucky_Hotel_4708,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Luxury_Girls'_Hostel_7169,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,M-S_TRADERS_Karachi_ChIJmd4A2gAVsz4RGdgFy5MPVBY,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,M._Shafiq_Khan_Meeruthi_Kabab_House_10728,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Madina_Restaurant_11390,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Madina_Restaurant_Ù…Ø¯ÛŒÙ†Û_Ø±ÛŒØ³Ù¹ÙˆØ±ÛŒÙ†Ù¹_4618,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Madina_Sweets_&_Nimco,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Madina_Yakhni_Pulao_Shadman_9830,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Madni_Biryani_10602,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Madni_Mall___Shopping_Mall_Karachi,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,MAD_-_Mighty_&_Delicious_(WT),Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Magic_HotPot_3944,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mahmood_Sweets_9776,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,MaiKada_Cafe_and_Restaurant__Best_Sheesha_cafe_in_Islamabad_Shisha_Shesha_Lounge_hookah_lounge_In_Is,Named,Restaurant folder - check for venue matches
Unmapped Folder,,,,,,,Maja_Daalchawal_9329,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Malangi_Rooftop_Restaurant_DHA-2_Branch_6841,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Malang_Hotel_4963,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Malang_Jan_Food_PVT_9007,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Maliks_10596,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Malik_Aloo_Puratha_7334,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mama_Kabab_Frosh_9411,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mama_Sweets_8800,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mamoo_Delhi_Kabab_&_Pakwan_Centre_Water_Pump,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Mamu_Biryani_Safoora_4835,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mamu_Fish_Grill_Original_10116,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Manan_live_Tandori_Pizza_and_Matka_Pizza_5023,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Manchester_Pizza_4820,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mandarin_Box_5871,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mapoloâ€™s_10293,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Marco_Polo_KHI_10497,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Margala_Restaurant_6094,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mariyahâ€™s_Den_7585,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,MARO_Tandoors_6622,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Marwat_Restaurant_6376,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mashallah_Burger_2_4578,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,MashAllah_Fish_Katakat_Ù…Ø§Ø´Ø§Ø¡Ø§Ù„Ù„Û_ÙØ´_Ú©Ù¹Ø§Ú©Ù¹_10473,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mashallah_Halwa_Puri_4432,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Master_Biryani_Lake_City_Lahore_9560,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Master_Biryani_Mall_Road_Lahore_8419,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Master_Broast_&_Fast_Food,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Mateen_Food_Center_7975,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Maxims_Restaurant_8038,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mazaidar_Haleem_&_Foods_(Samanabad_Fb_Area_Block_18),Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Mazaidar_Haleem_&_Foods_-_North_Nazimabad_Ù…Ø²ÛŒØ¯Ø§Ø±_Ø­Ù„ÛŒÙ…,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Mehboob_Food_Center_10488,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mehboob_Sheermall_Nehari_House_7538,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mehran_Grill_10155,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mehria_Pulao_6784,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Melody_Food_Park,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Melody_Food_Park_6463,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,MELT_HYPE_7058,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Meo_Foods_10947,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Merath_Kabab_House_4669,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mexicano_9172,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mexican_Chilli's_Bahria_Town_Phase_8_6427,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mexican_villa_4336,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,MFC_Fast_Food_Restaurant_4838,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mian_Jee_Punjab_Hotel-Rawat_6484,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mid_Wicket___Best_Indoor___Midcafe_Fast_Food_&_BBQ_Karachi_ChIJL4EAbwBHsz4RWKscF7zjPUg,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,Mikado_Jiu-Jitsu_Lahore_ChIJHxLryTUHGTkR9x4C1kjKLbk,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,Milano_Pizza_&_Fast_Food,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Milko_Foods_7487,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Ming's_Patio_10569,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,MING_COURT_10941,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mirchili_@_Clifton,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,MIRCH_N_SPICY_7655,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mirza_delhi_biryani_4388,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Misri_shah_biryani_centre_4561,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mithaas_DHA_8833,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mitti_Di_Handi_8890,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Mizaaj_9952,4-digit numbered,Numbered folder - potential for venue matching
